fund_name,asset,weight,Holding,label
fund 123,Technology_Large Cap_5,0.0178042141803829,1.7804214180382898,Technology_Large Cap
fund 165,Technology_Large Cap_5,0.0017661383320481,0.17661383320481,Technology_Large Cap
fund 169,Technology_Large Cap_5,0.0464063127540634,4.64063127540634,Technology_Large Cap
fund 191,Technology_Large Cap_5,0.0181906718529363,1.81906718529363,Technology_Large Cap
fund 285,Technology_Large Cap_5,0.047911675911212,4.791167591121201,Technology_Large Cap
fund 316,Technology_Large Cap_5,0.002384827572281,0.2384827572281,Technology_Large Cap
fund 365,Technology_Large Cap_5,0.0148800318643436,1.48800318643436,Technology_Large Cap
fund 392,Technology_Large Cap_5,0.0403855292492384,4.03855292492384,Technology_Large Cap
fund 412,Technology_Large Cap_5,0.0023563547935136,0.23563547935136,Technology_Large Cap
fund 462,Technology_Large Cap_5,0.3038036190637374,30.380361906373736,Technology_Large Cap
fund 466,Technology_Large Cap_5,0.0834862245966859,8.34862245966859,Technology_Large Cap
fund 467,Technology_Large Cap_5,0.0544301802942371,5.44301802942371,Technology_Large Cap
fund 490,Technology_Large Cap_5,0.0072535269857929,0.72535269857929,Technology_Large Cap
fund 44,Technology_Large Cap_6,0.0147856029947958,1.47856029947958,Technology_Large Cap
fund 45,Technology_Large Cap_6,0.0045467432351289,0.4546743235128899,Technology_Large Cap
fund 46,Technology_Large Cap_6,0.0004903589009856,0.04903589009856,Technology_Large Cap
fund 120,Technology_Large Cap_6,0.0040463245291935,0.40463245291935,Technology_Large Cap
fund 121,Technology_Large Cap_6,0.0117202838065347,1.17202838065347,Technology_Large Cap
fund 123,Technology_Large Cap_6,0.0050442081451184,0.50442081451184,Technology_Large Cap
fund 165,Technology_Large Cap_6,0.0067377740730084,0.67377740730084,Technology_Large Cap
fund 191,Technology_Large Cap_6,0.0150961637262433,1.50961637262433,Technology_Large Cap
fund 213,Technology_Large Cap_6,0.0075714552766249,0.75714552766249,Technology_Large Cap
fund 246,Technology_Large Cap_6,0.0049165886753799,0.49165886753799,Technology_Large Cap
fund 285,Technology_Large Cap_6,0.0138533471850653,1.38533471850653,Technology_Large Cap
fund 301,Technology_Large Cap_6,0.0022869672575434,0.2286967257543399,Technology_Large Cap
fund 316,Technology_Large Cap_6,0.023531053198252,2.3531053198252003,Technology_Large Cap
fund 347,Technology_Large Cap_6,0.0092351219151892,0.92351219151892,Technology_Large Cap
fund 352,Technology_Large Cap_6,0.007013497167526,0.7013497167525999,Technology_Large Cap
fund 409,Technology_Large Cap_6,0.0135802216055363,1.35802216055363,Technology_Large Cap
fund 412,Technology_Large Cap_6,0.002575347179151,0.2575347179151,Technology_Large Cap
fund 418,Technology_Large Cap_6,0.0015283854621534,0.15283854621534,Technology_Large Cap
fund 423,Technology_Large Cap_6,0.0268911495745498,2.68911495745498,Technology_Large Cap
fund 489,Technology_Large Cap_6,0.0067061997621156,0.67061997621156,Technology_Large Cap
fund 44,Technology_Large Cap_7,0.0056022104278338,0.56022104278338,Technology_Large Cap
fund 45,Technology_Large Cap_7,0.0068001657499117,0.68001657499117,Technology_Large Cap
fund 46,Technology_Large Cap_7,0.0007333868730224,0.07333868730224,Technology_Large Cap
fund 120,Technology_Large Cap_7,0.0170370638017559,1.7037063801755898,Technology_Large Cap
fund 122,Technology_Large Cap_7,0.0018665555336348,0.18665555336348,Technology_Large Cap
fund 123,Technology_Large Cap_7,0.0076557533289059,0.76557533289059,Technology_Large Cap
fund 165,Technology_Large Cap_7,0.001057950125631,0.1057950125630999,Technology_Large Cap
fund 191,Technology_Large Cap_7,0.00478038752697,0.478038752697,Technology_Large Cap
fund 241,Technology_Large Cap_7,0.0110516143519118,1.10516143519118,Technology_Large Cap
fund 285,Technology_Large Cap_7,0.0157826386428639,1.57826386428639,Technology_Large Cap
fund 301,Technology_Large Cap_7,0.0021920082457933,0.21920082457933,Technology_Large Cap
fund 316,Technology_Large Cap_7,6.875932736349835e-05,0.0068759327363498,Technology_Large Cap
fund 327,Technology_Large Cap_7,0.0180377987143543,1.8037798714354296,Technology_Large Cap
fund 392,Technology_Large Cap_7,0.0142994046914598,1.42994046914598,Technology_Large Cap
fund 409,Technology_Large Cap_7,0.0026838323958755,0.26838323958755,Technology_Large Cap
fund 412,Technology_Large Cap_7,0.0010707224115472,0.10707224115472,Technology_Large Cap
fund 418,Technology_Large Cap_7,0.0008977798369659,0.08977798369659,Technology_Large Cap
fund 424,Technology_Large Cap_7,0.0071429260535307,0.7142926053530699,Technology_Large Cap
fund 432,Technology_Large Cap_7,0.0074350459825752,0.74350459825752,Technology_Large Cap
fund 471,Technology_Large Cap_7,0.0148577017288472,1.48577017288472,Technology_Large Cap
fund 31,Technology_Large Cap_8,0.0116486185366726,1.16486185366726,Technology_Large Cap
fund 32,Technology_Large Cap_8,0.0025255659815749,0.25255659815749,Technology_Large Cap
fund 40,Technology_Large Cap_8,0.0009783713377092,0.09783713377092,Technology_Large Cap
fund 41,Technology_Large Cap_8,0.0169077419963596,1.69077419963596,Technology_Large Cap
fund 120,Technology_Large Cap_8,0.0009333854724584,0.09333854724584,Technology_Large Cap
fund 121,Technology_Large Cap_8,0.0039241694630671,0.39241694630671,Technology_Large Cap
fund 122,Technology_Large Cap_8,0.0002708768800257,0.02708768800257,Technology_Large Cap
fund 123,Technology_Large Cap_8,0.0016903210183708,0.16903210183708,Technology_Large Cap
fund 165,Technology_Large Cap_8,0.0022906753131715,0.22906753131715,Technology_Large Cap
fund 177,Technology_Large Cap_8,0.0323079348172012,3.23079348172012,Technology_Large Cap
fund 188,Technology_Large Cap_8,0.0058653798144676,0.58653798144676,Technology_Large Cap
fund 191,Technology_Large Cap_8,0.0002831766128281,0.02831766128281,Technology_Large Cap
fund 212,Technology_Large Cap_8,0.0013560584114337,0.13560584114337,Technology_Large Cap
fund 316,Technology_Large Cap_8,0.0040459019163639,0.40459019163639,Technology_Large Cap
fund 327,Technology_Large Cap_8,0.0243651039083546,2.4365103908354597,Technology_Large Cap
fund 347,Technology_Large Cap_8,0.0173151280352846,1.7315128035284602,Technology_Large Cap
fund 392,Technology_Large Cap_8,0.0006570792102585,0.06570792102585,Technology_Large Cap
fund 409,Technology_Large Cap_8,0.0021240026465036,0.21240026465036,Technology_Large Cap
fund 412,Technology_Large Cap_8,0.0015510241185141,0.15510241185141,Technology_Large Cap
fund 418,Technology_Large Cap_8,0.001536483719966,0.1536483719966,Technology_Large Cap
fund 423,Technology_Large Cap_8,0.0056928121450537,0.5692812145053701,Technology_Large Cap
fund 426,Technology_Large Cap_8,0.0057601031897342,0.5760103189734199,Technology_Large Cap
fund 454,Technology_Large Cap_8,0.0013927378151199,0.13927378151199,Technology_Large Cap
fund 44,Technology_Large Cap_9,0.0149471606307489,1.49471606307489,Technology_Large Cap
fund 45,Technology_Large Cap_9,0.0026561879464815,0.2656187946481499,Technology_Large Cap
fund 46,Technology_Large Cap_9,0.0002864655721451,0.0286465572145099,Technology_Large Cap
fund 123,Technology_Large Cap_9,0.0074710873804836,0.74710873804836,Technology_Large Cap
fund 165,Technology_Large Cap_9,0.0175651938402343,1.75651938402343,Technology_Large Cap
fund 212,Technology_Large Cap_9,0.0008467115986622,0.08467115986622,Technology_Large Cap
fund 246,Technology_Large Cap_9,0.010529931199967,1.0529931199967,Technology_Large Cap
fund 285,Technology_Large Cap_9,0.0196177752704716,1.96177752704716,Technology_Large Cap
fund 294,Technology_Large Cap_9,0.0096271214537531,0.96271214537531,Technology_Large Cap
fund 301,Technology_Large Cap_9,0.0027942690618196,0.27942690618196,Technology_Large Cap
fund 316,Technology_Large Cap_9,0.0137581080771182,1.37581080771182,Technology_Large Cap
fund 392,Technology_Large Cap_9,0.0152656132251281,1.5265613225128098,Technology_Large Cap
fund 409,Technology_Large Cap_9,0.0127940835062022,1.2794083506202198,Technology_Large Cap
fund 412,Technology_Large Cap_9,0.0022588349538918,0.22588349538918,Technology_Large Cap
fund 418,Technology_Large Cap_9,0.0013208578320648,0.13208578320648,Technology_Large Cap
fund 481,Technology_Large Cap_9,0.0029050292933155,0.29050292933155,Technology_Large Cap
fund 120,Technology_Large Cap_10,0.0041054451534456,0.41054451534456,Technology_Large Cap
fund 123,Technology_Large Cap_10,0.0026916133933946,0.26916133933946,Technology_Large Cap
fund 454,Technology_Large Cap_10,0.0005301564128942,0.05301564128942,Technology_Large Cap
fund 44,Technology_Large Cap_11,0.0235945645410782,2.35945645410782,Technology_Large Cap
fund 120,Technology_Large Cap_11,0.0460613102063833,4.60613102063833,Technology_Large Cap
fund 122,Technology_Large Cap_11,0.0338691152480423,3.38691152480423,Technology_Large Cap
fund 123,Technology_Large Cap_11,0.0259163115765099,2.59163115765099,Technology_Large Cap
fund 165,Technology_Large Cap_11,0.0448010402459624,4.48010402459624,Technology_Large Cap
fund 169,Technology_Large Cap_11,0.0570212504719104,5.70212504719104,Technology_Large Cap
fund 191,Technology_Large Cap_11,0.0258325848361067,2.58325848361067,Technology_Large Cap
fund 285,Technology_Large Cap_11,0.046525072584482,4.6525072584482,Technology_Large Cap
fund 316,Technology_Large Cap_11,0.0371728217257232,3.71728217257232,Technology_Large Cap
fund 365,Technology_Large Cap_11,0.0395518567524935,3.95518567524935,Technology_Large Cap
fund 409,Technology_Large Cap_11,0.0283239887695159,2.83239887695159,Technology_Large Cap
fund 424,Technology_Large Cap_11,0.0486100809081023,4.86100809081023,Technology_Large Cap
fund 467,Technology_Large Cap_11,0.1060038567418443,10.60038567418443,Technology_Large Cap
fund 489,Technology_Large Cap_11,0.0535346363413413,5.35346363413413,Technology_Large Cap
fund 29,Technology_Large Cap_12,0.0007004600506898,0.07004600506898,Technology_Large Cap
fund 30,Technology_Large Cap_12,0.0082790429964854,0.82790429964854,Technology_Large Cap
fund 40,Technology_Large Cap_12,0.0001765521720644,0.01765521720644,Technology_Large Cap
fund 41,Technology_Large Cap_12,0.0030510895598714,0.30510895598714,Technology_Large Cap
fund 191,Technology_Large Cap_12,0.0016105073787821,0.16105073787821,Technology_Large Cap
fund 211,Technology_Large Cap_12,0.0008188918127608,0.08188918127608,Technology_Large Cap
fund 285,Technology_Large Cap_12,0.0045341207873888,0.45341207873888,Technology_Large Cap
fund 316,Technology_Large Cap_12,0.000211123223082,0.0211123223082,Technology_Large Cap
fund 347,Technology_Large Cap_12,0.0085526507511164,0.85526507511164,Technology_Large Cap
fund 392,Technology_Large Cap_12,0.0028955402188184,0.28955402188184,Technology_Large Cap
fund 409,Technology_Large Cap_12,0.0030720418775602,0.30720418775602,Technology_Large Cap
fund 412,Technology_Large Cap_12,0.0005504902642202,0.05504902642202,Technology_Large Cap
fund 471,Technology_Large Cap_12,0.0046284653656236,0.46284653656236,Technology_Large Cap
fund 489,Technology_Large Cap_12,0.0017897050856036,0.17897050856036,Technology_Large Cap
fund 40,Technology_Large Cap_13,0.0006770114476863,0.06770114476863,Technology_Large Cap
fund 41,Technology_Large Cap_13,0.0116997855976275,1.16997855976275,Technology_Large Cap
fund 45,Technology_Large Cap_13,0.0196752699177938,1.96752699177938,Technology_Large Cap
fund 46,Technology_Large Cap_13,0.0021219460247819,0.21219460247819,Technology_Large Cap
fund 120,Technology_Large Cap_13,0.0021544536733707,0.21544536733707,Technology_Large Cap
fund 123,Technology_Large Cap_13,0.0041053848716148,0.41053848716148,Technology_Large Cap
fund 165,Technology_Large Cap_13,0.0045978367758167,0.45978367758167,Technology_Large Cap
fund 316,Technology_Large Cap_13,0.0022451160367599,0.22451160367599,Technology_Large Cap
fund 365,Technology_Large Cap_13,0.0162878294881799,1.62878294881799,Technology_Large Cap
fund 418,Technology_Large Cap_13,0.0015992312368697,0.15992312368697,Technology_Large Cap
fund 40,Technology_Large Cap_14,0.0007651154027092,0.07651154027092,Technology_Large Cap
fund 41,Technology_Large Cap_14,0.0132223556924077,1.32223556924077,Technology_Large Cap
fund 123,Technology_Large Cap_14,0.0076549827296381,0.76549827296381,Technology_Large Cap
fund 165,Technology_Large Cap_14,0.0022105083841894,0.22105083841894,Technology_Large Cap
fund 191,Technology_Large Cap_14,0.0074509797709021,0.74509797709021,Technology_Large Cap
fund 246,Technology_Large Cap_14,0.0051825126041642,0.51825126041642,Technology_Large Cap
fund 365,Technology_Large Cap_14,0.0050296851840366,0.50296851840366,Technology_Large Cap
fund 392,Technology_Large Cap_14,0.0166228883522613,1.6622888352261298,Technology_Large Cap
fund 412,Technology_Large Cap_14,0.0019637284375853,0.19637284375853,Technology_Large Cap
fund 418,Technology_Large Cap_14,0.0019975030448959,0.1997503044895899,Technology_Large Cap
fund 423,Technology_Large Cap_14,0.0241975270153291,2.41975270153291,Technology_Large Cap
fund 426,Technology_Large Cap_14,0.0060478698827316,0.6047869882731599,Technology_Large Cap
fund 489,Technology_Large Cap_14,0.0168351498168118,1.68351498168118,Technology_Large Cap
fund 490,Technology_Large Cap_14,0.0014239482307418,0.14239482307418,Technology_Large Cap
fund 44,Technology_Large Cap_15,0.0013384999463623,0.13384999463623,Technology_Large Cap
fund 45,Technology_Large Cap_15,0.0035345530832234,0.35345530832234,Technology_Large Cap
fund 46,Technology_Large Cap_15,0.0003811958308914,0.03811958308914,Technology_Large Cap
fund 56,Technology_Large Cap_15,0.0078580423132711,0.7858042313271099,Technology_Large Cap
fund 120,Technology_Large Cap_15,0.0068952392752938,0.68952392752938,Technology_Large Cap
fund 122,Technology_Large Cap_15,2.768683346502085e-05,0.002768683346502,Technology_Large Cap
fund 123,Technology_Large Cap_15,0.0067917035753367,0.6791703575336699,Technology_Large Cap
fund 241,Technology_Large Cap_15,0.0094467801776973,0.94467801776973,Technology_Large Cap
fund 246,Technology_Large Cap_15,0.0041676318681124,0.41676318681124,Technology_Large Cap
fund 301,Technology_Large Cap_15,0.0022063483868591,0.22063483868591,Technology_Large Cap
fund 333,Technology_Large Cap_15,0.0027613567761668,0.27613567761668,Technology_Large Cap
fund 365,Technology_Large Cap_15,0.0039839566799012,0.39839566799012,Technology_Large Cap
fund 409,Technology_Large Cap_15,0.0008031385618859,0.08031385618859,Technology_Large Cap
fund 412,Technology_Large Cap_15,0.0008609942353792,0.08609942353792,Technology_Large Cap
fund 418,Technology_Large Cap_15,0.0003019715429204,0.03019715429204,Technology_Large Cap
fund 471,Technology_Large Cap_15,0.0066262445372677,0.66262445372677,Technology_Large Cap
fund 481,Technology_Large Cap_15,0.0029963539098066,0.29963539098066,Technology_Large Cap
fund 29,Technology_Large Cap_16,0.0001617290796707,0.01617290796707,Technology_Large Cap
fund 30,Technology_Large Cap_16,0.0019115465657999,0.19115465657999,Technology_Large Cap
fund 471,Technology_Large Cap_16,0.0005871550376935,0.05871550376935,Technology_Large Cap
fund 191,Technology_Large Cap_17,0.0044511609408695,0.44511609408695,Technology_Large Cap
fund 424,Technology_Large Cap_17,0.0052161923643043,0.52161923643043,Technology_Large Cap
fund 466,Technology_Large Cap_17,0.0057258140643069,0.57258140643069,Technology_Large Cap
fund 26,Technology_Large Cap_18,0.3324686537306079,33.24686537306079,Technology_Large Cap
fund 44,Technology_Large Cap_18,0.0122483181078386,1.22483181078386,Technology_Large Cap
fund 45,Technology_Large Cap_18,0.0235015235200152,2.35015235200152,Technology_Large Cap
fund 46,Technology_Large Cap_18,0.0025346012846571,0.25346012846571,Technology_Large Cap
fund 50,Technology_Large Cap_18,0.2479486917532587,24.79486917532587,Technology_Large Cap
fund 123,Technology_Large Cap_18,0.0202290476517991,2.02290476517991,Technology_Large Cap
fund 165,Technology_Large Cap_18,0.0292464995936056,2.92464995936056,Technology_Large Cap
fund 191,Technology_Large Cap_18,0.0254607259769519,2.5460725976951903,Technology_Large Cap
fund 212,Technology_Large Cap_18,0.0018947408664821,0.18947408664821,Technology_Large Cap
fund 271,Technology_Large Cap_18,0.2437622540509485,24.37622540509485,Technology_Large Cap
fund 316,Technology_Large Cap_18,0.0186645700178239,1.86645700178239,Technology_Large Cap
fund 347,Technology_Large Cap_18,0.0209234179415191,2.09234179415191,Technology_Large Cap
fund 412,Technology_Large Cap_18,0.0035642524617281,0.35642524617281,Technology_Large Cap
fund 418,Technology_Large Cap_18,0.0042200572027055,0.42200572027055,Technology_Large Cap
fund 424,Technology_Large Cap_18,0.0456603771897369,4.56603771897369,Technology_Large Cap
fund 120,Technology_Large Cap_20,0.0190047550405576,1.90047550405576,Technology_Large Cap
fund 122,Technology_Large Cap_20,0.0015047558008178,0.15047558008178,Technology_Large Cap
fund 165,Technology_Large Cap_20,0.003126085723579,0.3126085723579,Technology_Large Cap
fund 188,Technology_Large Cap_20,0.0411320406673985,4.11320406673985,Technology_Large Cap
fund 213,Technology_Large Cap_20,0.0401521860787757,4.0152186078775705,Technology_Large Cap
fund 246,Technology_Large Cap_20,0.004762754728093,0.4762754728093,Technology_Large Cap
fund 301,Technology_Large Cap_20,0.0029919543475858,0.29919543475858,Technology_Large Cap
fund 316,Technology_Large Cap_20,0.0013465996209257,0.13465996209257,Technology_Large Cap
fund 347,Technology_Large Cap_20,0.014115450733672,1.4115450733672,Technology_Large Cap
fund 365,Technology_Large Cap_20,0.0028134849265077,0.28134849265077,Technology_Large Cap
fund 392,Technology_Large Cap_20,0.0060801549783847,0.60801549783847,Technology_Large Cap
fund 416,Technology_Large Cap_20,0.0583447826446911,5.8344782644691096,Technology_Large Cap
fund 418,Technology_Large Cap_20,0.0010223271944417,0.1022327194441699,Technology_Large Cap
fund 432,Technology_Large Cap_20,0.0134114048853484,1.34114048853484,Technology_Large Cap
fund 489,Technology_Large Cap_20,0.0056037741035003,0.56037741035003,Technology_Large Cap
fund 120,Technology_Large Cap_21,0.005497241841941,0.5497241841941001,Technology_Large Cap
fund 121,Technology_Large Cap_21,0.0147924488553672,1.47924488553672,Technology_Large Cap
fund 122,Technology_Large Cap_21,0.0041679757194543,0.41679757194543,Technology_Large Cap
fund 123,Technology_Large Cap_21,0.0029851502401262,0.29851502401262,Technology_Large Cap
fund 165,Technology_Large Cap_21,0.0006650283702374,0.06650283702374,Technology_Large Cap
fund 241,Technology_Large Cap_21,0.0098520650464043,0.98520650464043,Technology_Large Cap
fund 285,Technology_Large Cap_21,0.0120647222852351,1.20647222852351,Technology_Large Cap
fund 316,Technology_Large Cap_21,0.0023754929017638,0.23754929017638,Technology_Large Cap
fund 333,Technology_Large Cap_21,0.0029361074422889,0.29361074422889,Technology_Large Cap
fund 392,Technology_Large Cap_21,0.0044639099183768,0.44639099183768,Technology_Large Cap
fund 471,Technology_Large Cap_21,0.0098038811922974,0.98038811922974,Technology_Large Cap
fund 29,Technology_Large Cap_22,0.0036926403708744,0.36926403708744,Technology_Large Cap
fund 30,Technology_Large Cap_22,0.0436449278883491,4.3644927888349105,Technology_Large Cap
fund 31,Technology_Large Cap_22,0.0750824981930949,7.50824981930949,Technology_Large Cap
fund 32,Technology_Large Cap_22,0.0162788233343856,1.62788233343856,Technology_Large Cap
fund 45,Technology_Large Cap_22,0.0238010592965777,2.38010592965777,Technology_Large Cap
fund 46,Technology_Large Cap_22,0.0025669057334912,0.25669057334912,Technology_Large Cap
fund 120,Technology_Large Cap_22,0.026838770508481,2.6838770508481,Technology_Large Cap
fund 121,Technology_Large Cap_22,0.0165457587881363,1.65457587881363,Technology_Large Cap
fund 165,Technology_Large Cap_22,0.018617118205006,1.8617118205006,Technology_Large Cap
fund 212,Technology_Large Cap_22,0.0018006747407954,0.18006747407954,Technology_Large Cap
fund 241,Technology_Large Cap_22,0.0773296931330608,7.73296931330608,Technology_Large Cap
fund 246,Technology_Large Cap_22,0.0196451749785849,1.9645174978584896,Technology_Large Cap
fund 285,Technology_Large Cap_22,0.0221364274224461,2.21364274224461,Technology_Large Cap
fund 316,Technology_Large Cap_22,0.0179562965367784,1.79562965367784,Technology_Large Cap
fund 347,Technology_Large Cap_22,0.0281175999018888,2.81175999018888,Technology_Large Cap
fund 412,Technology_Large Cap_22,0.0044149083130475,0.44149083130475,Technology_Large Cap
fund 418,Technology_Large Cap_22,0.0033332212288036,0.33332212288036,Technology_Large Cap
fund 423,Technology_Large Cap_22,0.0300071372488089,3.00071372488089,Technology_Large Cap
fund 462,Technology_Large Cap_22,0.2175646151387858,21.75646151387858,Technology_Large Cap
fund 481,Technology_Large Cap_22,0.0062437073254747,0.62437073254747,Technology_Large Cap
fund 50,Technology_Large Cap_23,0.1919678856622975,19.19678856622975,Technology_Large Cap
fund 119,Technology_Large Cap_23,0.1235360042410339,12.35360042410339,Technology_Large Cap
fund 121,Technology_Large Cap_23,0.0111757983473383,1.11757983473383,Technology_Large Cap
fund 122,Technology_Large Cap_23,0.0284335165989439,2.84335165989439,Technology_Large Cap
fund 123,Technology_Large Cap_23,0.0073207753599789,0.7320775359978899,Technology_Large Cap
fund 165,Technology_Large Cap_23,0.0281250690671161,2.81250690671161,Technology_Large Cap
fund 211,Technology_Large Cap_23,0.0009580402013518,0.09580402013518,Technology_Large Cap
fund 212,Technology_Large Cap_23,0.0013193999873841,0.13193999873841,Technology_Large Cap
fund 246,Technology_Large Cap_23,0.0236432473665018,2.36432473665018,Technology_Large Cap
fund 285,Technology_Large Cap_23,0.0205902650324769,2.05902650324769,Technology_Large Cap
fund 327,Technology_Large Cap_23,0.038605011578721,3.860501157872101,Technology_Large Cap
fund 347,Technology_Large Cap_23,0.0146368088859798,1.46368088859798,Technology_Large Cap
fund 353,Technology_Large Cap_23,0.0301842555961592,3.01842555961592,Technology_Large Cap
fund 409,Technology_Large Cap_23,0.0168809028507503,1.68809028507503,Technology_Large Cap
fund 412,Technology_Large Cap_23,0.0035332889210625,0.35332889210625,Technology_Large Cap
fund 423,Technology_Large Cap_23,0.0540946097118737,5.40946097118737,Technology_Large Cap
fund 481,Technology_Large Cap_23,0.0068566423822407,0.68566423822407,Technology_Large Cap
fund 489,Technology_Large Cap_23,0.0266080827502182,2.6608082750218203,Technology_Large Cap
fund 40,Technology_Large Cap_24,0.0010649756494447,0.1064975649444699,Technology_Large Cap
