fund_name,asset,weight,Holding
fund 29,Technology_Large Cap_2,0.0028408201300003,0.28408201300003
fund 30,Technology_Large Cap_2,0.0335768927555423,3.35768927555423
fund 40,Technology_Large Cap_2,0.0008291722631584,0.08291722631584
fund 41,Technology_Large Cap_2,0.0143293554866849,1.4329355486684898
fund 121,Technology_Large Cap_2,0.0131077147669327,1.31077147669327
fund 211,Technology_Large Cap_2,0.0007358158103076,0.07358158103076
fund 212,Technology_Large Cap_2,0.0008476165868571,0.08476165868570999
fund 213,Technology_Large Cap_2,0.0073568560552804,0.7356856055280401
fund 246,Technology_Large Cap_2,0.0018155685547054,0.18155685547053999
fund 347,Technology_Large Cap_2,0.0094659690568885,0.94659690568885
fund 409,Technology_Large Cap_2,0.0023757914924679,0.23757914924679002
fund 418,Technology_Large Cap_2,0.0011912303319482,0.11912303319482
fund 432,Technology_Large Cap_2,0.007572512378115,0.7572512378115
fund 489,Technology_Large Cap_2,0.0031778243106797,0.31778243106797
fund 1,Technology_Large Cap_3,0.2185412380503315,21.854123805033147
fund 44,Technology_Large Cap_3,0.0297729878738644,2.97729878738644
fund 45,Technology_Large Cap_3,0.0300627715150315,3.00627715150315
fund 46,Technology_Large Cap_3,0.0032422212643983,0.32422212643983
fund 121,Technology_Large Cap_3,0.0398530129104659,3.9853012910465897
fund 122,Technology_Large Cap_3,0.0402603033070981,4.02603033070981
fund 165,Technology_Large Cap_3,0.0392033542630069,3.9203354263006895
fund 241,Technology_Large Cap_3,0.1487507834151794,14.87507834151794
fund 301,Technology_Large Cap_3,0.0073549156830505,0.73549156830505
fund 316,Technology_Large Cap_3,0.0394480278554888,3.9448027855488803
fund 333,Technology_Large Cap_3,0.0276949969191952,2.76949969191952
fund 347,Technology_Large Cap_3,0.0275586245068159,2.75586245068159
fund 418,Technology_Large Cap_3,0.0038457732478075,0.38457732478075
fund 424,Technology_Large Cap_3,0.0492974410598119,4.92974410598119
fund 432,Technology_Large Cap_3,0.0297625865676009,2.97625865676009
fund 454,Technology_Large Cap_3,0.0031197550158103,0.31197550158103005
fund 35,Technology_Large Cap_5,0.0302902507523808,3.02902507523808
fund 36,Technology_Large Cap_5,0.0025526144855942,0.25526144855942
fund 56,Technology_Large Cap_5,0.0080459052007577,0.8045905200757699
fund 120,Technology_Large Cap_5,0.0416004335597531,4.16004335597531
fund 121,Technology_Large Cap_5,0.0395651363479713,3.9565136347971297
fund 122,Technology_Large Cap_5,0.021337801708702,2.1337801708702
fund 123,Technology_Large Cap_5,0.0178042141803829,1.7804214180382898
fund 165,Technology_Large Cap_5,0.0017661383320481,0.17661383320481
fund 169,Technology_Large Cap_5,0.0464063127540634,4.64063127540634
fund 191,Technology_Large Cap_5,0.0181906718529363,1.81906718529363
fund 285,Technology_Large Cap_5,0.047911675911212,4.791167591121201
fund 316,Technology_Large Cap_5,0.002384827572281,0.2384827572281
fund 365,Technology_Large Cap_5,0.0148800318643436,1.4880031864343601
fund 392,Technology_Large Cap_5,0.0403855292492384,4.03855292492384
fund 412,Technology_Large Cap_5,0.0023563547935136,0.23563547935136
fund 462,Technology_Large Cap_5,0.3038036190637374,30.380361906373736
fund 466,Technology_Large Cap_5,0.0834862245966859,8.34862245966859
fund 467,Technology_Large Cap_5,0.0544301802942371,5.44301802942371
fund 490,Technology_Large Cap_5,0.0072535269857929,0.72535269857929
fund 44,Technology_Large Cap_6,0.0147856029947958,1.47856029947958
fund 45,Technology_Large Cap_6,0.0045467432351289,0.45467432351288994
fund 46,Technology_Large Cap_6,0.0004903589009856,0.04903589009856
fund 120,Technology_Large Cap_6,0.0040463245291935,0.40463245291935
fund 121,Technology_Large Cap_6,0.0117202838065347,1.17202838065347
fund 123,Technology_Large Cap_6,0.0050442081451184,0.50442081451184
fund 165,Technology_Large Cap_6,0.0067377740730084,0.67377740730084
fund 191,Technology_Large Cap_6,0.0150961637262433,1.5096163726243301
fund 213,Technology_Large Cap_6,0.0075714552766249,0.75714552766249
fund 246,Technology_Large Cap_6,0.0049165886753799,0.49165886753799
fund 285,Technology_Large Cap_6,0.0138533471850653,1.3853347185065301
fund 301,Technology_Large Cap_6,0.0022869672575434,0.22869672575433997
fund 316,Technology_Large Cap_6,0.023531053198252,2.3531053198252003
fund 347,Technology_Large Cap_6,0.0092351219151892,0.92351219151892
fund 352,Technology_Large Cap_6,0.007013497167526,0.7013497167525999
fund 409,Technology_Large Cap_6,0.0135802216055363,1.35802216055363
fund 412,Technology_Large Cap_6,0.002575347179151,0.2575347179151
fund 418,Technology_Large Cap_6,0.0015283854621534,0.15283854621534
fund 423,Technology_Large Cap_6,0.0268911495745498,2.68911495745498
fund 489,Technology_Large Cap_6,0.0067061997621156,0.67061997621156
fund 44,Technology_Large Cap_7,0.0056022104278338,0.56022104278338
fund 45,Technology_Large Cap_7,0.0068001657499117,0.68001657499117
fund 46,Technology_Large Cap_7,0.0007333868730224,0.07333868730224
fund 120,Technology_Large Cap_7,0.0170370638017559,1.7037063801755898
fund 122,Technology_Large Cap_7,0.0018665555336348,0.18665555336348
fund 123,Technology_Large Cap_7,0.0076557533289059,0.76557533289059
fund 165,Technology_Large Cap_7,0.001057950125631,0.10579501256309999
fund 191,Technology_Large Cap_7,0.00478038752697,0.478038752697
fund 241,Technology_Large Cap_7,0.0110516143519118,1.10516143519118
fund 285,Technology_Large Cap_7,0.0157826386428639,1.57826386428639
fund 301,Technology_Large Cap_7,0.0021920082457933,0.21920082457933
fund 316,Technology_Large Cap_7,6.875932736349835e-05,0.006875932736349836
fund 327,Technology_Large Cap_7,0.0180377987143543,1.8037798714354298
fund 392,Technology_Large Cap_7,0.0142994046914598,1.42994046914598
fund 409,Technology_Large Cap_7,0.0026838323958755,0.26838323958755
fund 412,Technology_Large Cap_7,0.0010707224115472,0.10707224115472
fund 418,Technology_Large Cap_7,0.0008977798369659,0.08977798369659
fund 424,Technology_Large Cap_7,0.0071429260535307,0.7142926053530699
fund 432,Technology_Large Cap_7,0.0074350459825752,0.74350459825752
fund 471,Technology_Large Cap_7,0.0148577017288472,1.4857701728847201
fund 31,Technology_Large Cap_8,0.0116486185366726,1.16486185366726
fund 32,Technology_Large Cap_8,0.0025255659815749,0.25255659815749
fund 40,Technology_Large Cap_8,0.0009783713377092,0.09783713377092
fund 41,Technology_Large Cap_8,0.0169077419963596,1.69077419963596
fund 120,Technology_Large Cap_8,0.0009333854724584,0.09333854724584
fund 121,Technology_Large Cap_8,0.0039241694630671,0.39241694630671003
fund 122,Technology_Large Cap_8,0.0002708768800257,0.027087688002570002
fund 123,Technology_Large Cap_8,0.0016903210183708,0.16903210183708
fund 165,Technology_Large Cap_8,0.0022906753131715,0.22906753131715
fund 177,Technology_Large Cap_8,0.0323079348172012,3.23079348172012
fund 188,Technology_Large Cap_8,0.0058653798144676,0.58653798144676
fund 191,Technology_Large Cap_8,0.0002831766128281,0.028317661282810002
fund 212,Technology_Large Cap_8,0.0013560584114337,0.13560584114337002
fund 316,Technology_Large Cap_8,0.0040459019163639,0.40459019163639
fund 327,Technology_Large Cap_8,0.0243651039083546,2.4365103908354597
fund 347,Technology_Large Cap_8,0.0173151280352846,1.7315128035284602
fund 392,Technology_Large Cap_8,0.0006570792102585,0.06570792102585
fund 409,Technology_Large Cap_8,0.0021240026465036,0.21240026465036
fund 412,Technology_Large Cap_8,0.0015510241185141,0.15510241185141
fund 418,Technology_Large Cap_8,0.001536483719966,0.1536483719966
fund 423,Technology_Large Cap_8,0.0056928121450537,0.5692812145053701
fund 426,Technology_Large Cap_8,0.0057601031897342,0.5760103189734199
fund 454,Technology_Large Cap_8,0.0013927378151199,0.13927378151199
fund 44,Technology_Large Cap_9,0.0149471606307489,1.4947160630748901
fund 45,Technology_Large Cap_9,0.0026561879464815,0.26561879464814997
fund 46,Technology_Large Cap_9,0.0002864655721451,0.028646557214509996
fund 123,Technology_Large Cap_9,0.0074710873804836,0.74710873804836
fund 165,Technology_Large Cap_9,0.0175651938402343,1.7565193840234299
fund 212,Technology_Large Cap_9,0.0008467115986622,0.08467115986622
fund 246,Technology_Large Cap_9,0.010529931199967,1.0529931199967
fund 285,Technology_Large Cap_9,0.0196177752704716,1.96177752704716
fund 294,Technology_Large Cap_9,0.0096271214537531,0.96271214537531
fund 301,Technology_Large Cap_9,0.0027942690618196,0.27942690618196
fund 316,Technology_Large Cap_9,0.0137581080771182,1.37581080771182
fund 392,Technology_Large Cap_9,0.0152656132251281,1.5265613225128098
fund 409,Technology_Large Cap_9,0.0127940835062022,1.2794083506202198
fund 412,Technology_Large Cap_9,0.0022588349538918,0.22588349538918
fund 418,Technology_Large Cap_9,0.0013208578320648,0.13208578320648
fund 481,Technology_Large Cap_9,0.0029050292933155,0.29050292933155
fund 120,Technology_Large Cap_10,0.0041054451534456,0.41054451534456
fund 123,Technology_Large Cap_10,0.0026916133933946,0.26916133933946
fund 454,Technology_Large Cap_10,0.0005301564128942,0.05301564128942
fund 44,Technology_Large Cap_11,0.0235945645410782,2.35945645410782
fund 120,Technology_Large Cap_11,0.0460613102063833,4.60613102063833
fund 122,Technology_Large Cap_11,0.0338691152480423,3.38691152480423
fund 123,Technology_Large Cap_11,0.0259163115765099,2.59163115765099
fund 165,Technology_Large Cap_11,0.0448010402459624,4.48010402459624
fund 169,Technology_Large Cap_11,0.0570212504719104,5.70212504719104
fund 191,Technology_Large Cap_11,0.0258325848361067,2.58325848361067
fund 285,Technology_Large Cap_11,0.046525072584482,4.6525072584482
fund 316,Technology_Large Cap_11,0.0371728217257232,3.71728217257232
fund 365,Technology_Large Cap_11,0.0395518567524935,3.95518567524935
fund 409,Technology_Large Cap_11,0.0283239887695159,2.83239887695159
fund 424,Technology_Large Cap_11,0.0486100809081023,4.86100809081023
fund 467,Technology_Large Cap_11,0.1060038567418443,10.60038567418443
fund 489,Technology_Large Cap_11,0.0535346363413413,5.35346363413413
fund 29,Technology_Large Cap_12,0.0007004600506898,0.07004600506898
fund 30,Technology_Large Cap_12,0.0082790429964854,0.82790429964854
fund 40,Technology_Large Cap_12,0.0001765521720644,0.01765521720644
fund 41,Technology_Large Cap_12,0.0030510895598714,0.30510895598714
fund 191,Technology_Large Cap_12,0.0016105073787821,0.16105073787821
fund 211,Technology_Large Cap_12,0.0008188918127608,0.08188918127608
fund 285,Technology_Large Cap_12,0.0045341207873888,0.45341207873888
fund 316,Technology_Large Cap_12,0.000211123223082,0.0211123223082
fund 347,Technology_Large Cap_12,0.0085526507511164,0.85526507511164
fund 392,Technology_Large Cap_12,0.0028955402188184,0.28955402188184
fund 409,Technology_Large Cap_12,0.0030720418775602,0.30720418775602
fund 412,Technology_Large Cap_12,0.0005504902642202,0.05504902642202
fund 471,Technology_Large Cap_12,0.0046284653656236,0.46284653656236
fund 489,Technology_Large Cap_12,0.0017897050856036,0.17897050856036
fund 40,Technology_Large Cap_13,0.0006770114476863,0.06770114476863
fund 41,Technology_Large Cap_13,0.0116997855976275,1.1699785597627501
fund 45,Technology_Large Cap_13,0.0196752699177938,1.96752699177938
fund 46,Technology_Large Cap_13,0.0021219460247819,0.21219460247819
fund 120,Technology_Large Cap_13,0.0021544536733707,0.21544536733707
fund 123,Technology_Large Cap_13,0.0041053848716148,0.41053848716148006
fund 165,Technology_Large Cap_13,0.0045978367758167,0.45978367758167
fund 316,Technology_Large Cap_13,0.0022451160367599,0.22451160367599
fund 365,Technology_Large Cap_13,0.0162878294881799,1.62878294881799
fund 418,Technology_Large Cap_13,0.0015992312368697,0.15992312368697
fund 40,Technology_Large Cap_14,0.0007651154027092,0.07651154027092
fund 41,Technology_Large Cap_14,0.0132223556924077,1.3222355692407701
fund 123,Technology_Large Cap_14,0.0076549827296381,0.76549827296381
fund 165,Technology_Large Cap_14,0.0022105083841894,0.22105083841894
fund 191,Technology_Large Cap_14,0.0074509797709021,0.74509797709021
fund 246,Technology_Large Cap_14,0.0051825126041642,0.51825126041642
fund 365,Technology_Large Cap_14,0.0050296851840366,0.50296851840366
fund 392,Technology_Large Cap_14,0.0166228883522613,1.6622888352261298
fund 412,Technology_Large Cap_14,0.0019637284375853,0.19637284375853
fund 418,Technology_Large Cap_14,0.0019975030448959,0.19975030448958997
fund 423,Technology_Large Cap_14,0.0241975270153291,2.41975270153291
fund 426,Technology_Large Cap_14,0.0060478698827316,0.6047869882731599
fund 489,Technology_Large Cap_14,0.0168351498168118,1.6835149816811799
fund 490,Technology_Large Cap_14,0.0014239482307418,0.14239482307418
fund 44,Technology_Large Cap_15,0.0013384999463623,0.13384999463623
fund 45,Technology_Large Cap_15,0.0035345530832234,0.35345530832234
fund 46,Technology_Large Cap_15,0.0003811958308914,0.03811958308914
fund 56,Technology_Large Cap_15,0.0078580423132711,0.7858042313271099
fund 120,Technology_Large Cap_15,0.0068952392752938,0.68952392752938
fund 122,Technology_Large Cap_15,2.768683346502085e-05,0.002768683346502085
fund 123,Technology_Large Cap_15,0.0067917035753367,0.6791703575336699
fund 241,Technology_Large Cap_15,0.0094467801776973,0.9446780177697299
fund 246,Technology_Large Cap_15,0.0041676318681124,0.41676318681124
fund 301,Technology_Large Cap_15,0.0022063483868591,0.22063483868591002
fund 333,Technology_Large Cap_15,0.0027613567761668,0.27613567761668
fund 365,Technology_Large Cap_15,0.0039839566799012,0.39839566799012
fund 409,Technology_Large Cap_15,0.0008031385618859,0.08031385618859001
fund 412,Technology_Large Cap_15,0.0008609942353792,0.08609942353792
fund 418,Technology_Large Cap_15,0.0003019715429204,0.03019715429204
fund 471,Technology_Large Cap_15,0.0066262445372677,0.66262445372677
fund 481,Technology_Large Cap_15,0.0029963539098066,0.29963539098066
fund 29,Technology_Large Cap_16,0.0001617290796707,0.01617290796707
fund 30,Technology_Large Cap_16,0.0019115465657999,0.19115465657999
fund 471,Technology_Large Cap_16,0.0005871550376935,0.05871550376935
fund 191,Technology_Large Cap_17,0.0044511609408695,0.44511609408695
fund 424,Technology_Large Cap_17,0.0052161923643043,0.52161923643043
fund 466,Technology_Large Cap_17,0.0057258140643069,0.57258140643069
fund 26,Technology_Large Cap_18,0.3324686537306079,33.24686537306079
fund 44,Technology_Large Cap_18,0.0122483181078386,1.22483181078386
fund 45,Technology_Large Cap_18,0.0235015235200152,2.35015235200152
fund 46,Technology_Large Cap_18,0.0025346012846571,0.25346012846571
fund 50,Technology_Large Cap_18,0.2479486917532587,24.79486917532587
fund 123,Technology_Large Cap_18,0.0202290476517991,2.02290476517991
fund 165,Technology_Large Cap_18,0.0292464995936056,2.92464995936056
fund 191,Technology_Large Cap_18,0.0254607259769519,2.5460725976951903
fund 212,Technology_Large Cap_18,0.0018947408664821,0.18947408664821
fund 271,Technology_Large Cap_18,0.2437622540509485,24.37622540509485
fund 316,Technology_Large Cap_18,0.0186645700178239,1.86645700178239
fund 347,Technology_Large Cap_18,0.0209234179415191,2.09234179415191
fund 412,Technology_Large Cap_18,0.0035642524617281,0.35642524617281
fund 418,Technology_Large Cap_18,0.0042200572027055,0.42200572027055
fund 424,Technology_Large Cap_18,0.0456603771897369,4.56603771897369
fund 120,Technology_Large Cap_20,0.0190047550405576,1.9004755040557602
fund 122,Technology_Large Cap_20,0.0015047558008178,0.15047558008178
fund 165,Technology_Large Cap_20,0.003126085723579,0.3126085723579
fund 188,Technology_Large Cap_20,0.0411320406673985,4.11320406673985
fund 213,Technology_Large Cap_20,0.0401521860787757,4.0152186078775705
fund 246,Technology_Large Cap_20,0.004762754728093,0.4762754728093
fund 301,Technology_Large Cap_20,0.0029919543475858,0.29919543475858
fund 316,Technology_Large Cap_20,0.0013465996209257,0.13465996209257
fund 347,Technology_Large Cap_20,0.014115450733672,1.4115450733672
fund 365,Technology_Large Cap_20,0.0028134849265077,0.28134849265077
fund 392,Technology_Large Cap_20,0.0060801549783847,0.60801549783847
fund 416,Technology_Large Cap_20,0.0583447826446911,5.8344782644691096
fund 418,Technology_Large Cap_20,0.0010223271944417,0.10223271944416999
fund 432,Technology_Large Cap_20,0.0134114048853484,1.3411404885348401
fund 489,Technology_Large Cap_20,0.0056037741035003,0.56037741035003
fund 120,Technology_Large Cap_21,0.005497241841941,0.5497241841941001
fund 121,Technology_Large Cap_21,0.0147924488553672,1.47924488553672
fund 122,Technology_Large Cap_21,0.0041679757194543,0.41679757194543
fund 123,Technology_Large Cap_21,0.0029851502401262,0.29851502401262
fund 165,Technology_Large Cap_21,0.0006650283702374,0.06650283702374
fund 241,Technology_Large Cap_21,0.0098520650464043,0.98520650464043
fund 285,Technology_Large Cap_21,0.0120647222852351,1.2064722285235099
fund 316,Technology_Large Cap_21,0.0023754929017638,0.23754929017638
fund 333,Technology_Large Cap_21,0.0029361074422889,0.29361074422889
fund 392,Technology_Large Cap_21,0.0044639099183768,0.44639099183768005
fund 471,Technology_Large Cap_21,0.0098038811922974,0.9803881192297401
fund 29,Technology_Large Cap_22,0.0036926403708744,0.36926403708744
fund 30,Technology_Large Cap_22,0.0436449278883491,4.3644927888349105
fund 31,Technology_Large Cap_22,0.0750824981930949,7.50824981930949
fund 32,Technology_Large Cap_22,0.0162788233343856,1.62788233343856
fund 45,Technology_Large Cap_22,0.0238010592965777,2.38010592965777
fund 46,Technology_Large Cap_22,0.0025669057334912,0.25669057334912
fund 120,Technology_Large Cap_22,0.026838770508481,2.6838770508481
fund 121,Technology_Large Cap_22,0.0165457587881363,1.65457587881363
fund 165,Technology_Large Cap_22,0.018617118205006,1.8617118205006
fund 212,Technology_Large Cap_22,0.0018006747407954,0.18006747407954
fund 241,Technology_Large Cap_22,0.0773296931330608,7.73296931330608
fund 246,Technology_Large Cap_22,0.0196451749785849,1.9645174978584898
fund 285,Technology_Large Cap_22,0.0221364274224461,2.21364274224461
fund 316,Technology_Large Cap_22,0.0179562965367784,1.79562965367784
fund 347,Technology_Large Cap_22,0.0281175999018888,2.81175999018888
fund 412,Technology_Large Cap_22,0.0044149083130475,0.44149083130475
fund 418,Technology_Large Cap_22,0.0033332212288036,0.33332212288036
fund 423,Technology_Large Cap_22,0.0300071372488089,3.00071372488089
fund 462,Technology_Large Cap_22,0.2175646151387858,21.75646151387858
fund 481,Technology_Large Cap_22,0.0062437073254747,0.62437073254747
fund 50,Technology_Large Cap_23,0.1919678856622975,19.19678856622975
fund 119,Technology_Large Cap_23,0.1235360042410339,12.35360042410339
fund 121,Technology_Large Cap_23,0.0111757983473383,1.11757983473383
fund 122,Technology_Large Cap_23,0.0284335165989439,2.84335165989439
fund 123,Technology_Large Cap_23,0.0073207753599789,0.7320775359978899
fund 165,Technology_Large Cap_23,0.0281250690671161,2.81250690671161
fund 211,Technology_Large Cap_23,0.0009580402013518,0.09580402013518
fund 212,Technology_Large Cap_23,0.0013193999873841,0.13193999873841
fund 246,Technology_Large Cap_23,0.0236432473665018,2.36432473665018
fund 285,Technology_Large Cap_23,0.0205902650324769,2.05902650324769
fund 327,Technology_Large Cap_23,0.038605011578721,3.8605011578721005
fund 347,Technology_Large Cap_23,0.0146368088859798,1.46368088859798
fund 353,Technology_Large Cap_23,0.0301842555961592,3.01842555961592
fund 409,Technology_Large Cap_23,0.0168809028507503,1.68809028507503
fund 412,Technology_Large Cap_23,0.0035332889210625,0.35332889210625
fund 423,Technology_Large Cap_23,0.0540946097118737,5.40946097118737
fund 481,Technology_Large Cap_23,0.0068566423822407,0.68566423822407
fund 489,Technology_Large Cap_23,0.0266080827502182,2.6608082750218203
fund 40,Technology_Large Cap_24,0.0010649756494447,0.10649756494446999
fund 41,Technology_Large Cap_24,0.0184043959785013,1.8404395978501302
fund 45,Technology_Large Cap_24,0.0028232072881099,0.28232072881099
fund 46,Technology_Large Cap_24,0.0003044783378916,0.030447833789160002
fund 121,Technology_Large Cap_24,0.0131280300905107,1.31280300905107
fund 122,Technology_Large Cap_24,0.0020521646493411,0.20521646493411
fund 123,Technology_Large Cap_24,0.0078952289806955,0.7895228980695499
fund 165,Technology_Large Cap_24,0.0014521082381557,0.14521082381557
fund 212,Technology_Large Cap_24,0.0010680932395114,0.10680932395114001
fund 246,Technology_Large Cap_24,0.0045663854721756,0.45663854721756
fund 321,Technology_Large Cap_24,0.0259021535958992,2.5902153595899198
fund 365,Technology_Large Cap_24,0.004070092633093,0.4070092633093
fund 409,Technology_Large Cap_24,0.011820299623274,1.1820299623274
fund 412,Technology_Large Cap_24,0.0017364181655995,0.17364181655995
fund 424,Technology_Large Cap_24,0.0164089605294605,1.64089605294605
fund 426,Technology_Large Cap_24,0.0293220345630922,2.93220345630922
fund 35,Technology_Large Cap_25,0.0114016249538064,1.14016249538064
fund 36,Technology_Large Cap_25,0.0009608356581238,0.09608356581237999
fund 120,Technology_Large Cap_25,0.0053449621176102,0.53449621176102
fund 123,Technology_Large Cap_25,0.0024861564203545,0.24861564203545
fund 188,Technology_Large Cap_25,0.0055919544536509,0.55919544536509
fund 212,Technology_Large Cap_25,0.000786237298511,0.0786237298511
fund 249,Technology_Large Cap_25,0.0176592814594574,1.76592814594574
fund 285,Technology_Large Cap_25,0.0130107086832505,1.30107086832505
fund 409,Technology_Large Cap_25,0.0027169517540853,0.27169517540853
fund 418,Technology_Large Cap_25,0.0002367589093275,0.02367589093275
fund 481,Technology_Large Cap_25,0.0027135198680079,0.27135198680079003
fund 40,Technology_Large Cap_27,0.00183453527309,0.183453527309
fund 41,Technology_Large Cap_27,0.0317035545555246,3.17035545555246
fund 45,Technology_Large Cap_27,0.01873756576624,1.8737565766239999
fund 46,Technology_Large Cap_27,0.0020208161493024,0.20208161493024
fund 56,Technology_Large Cap_27,0.091283476060818,9.128347606081801
fund 120,Technology_Large Cap_27,0.0270485549916088,2.70485549916088
fund 121,Technology_Large Cap_27,0.0260411977701542,2.60411977701542
fund 123,Technology_Large Cap_27,0.0089200876203849,0.89200876203849
fund 165,Technology_Large Cap_27,0.0224966402368366,2.24966402368366
fund 169,Technology_Large Cap_27,0.0519833658363823,5.1983365836382305
fund 188,Technology_Large Cap_27,0.0739316083523298,7.39316083523298
fund 211,Technology_Large Cap_27,0.0063007261965818,0.63007261965818
fund 409,Technology_Large Cap_27,0.0259661643830034,2.59661643830034
fund 412,Technology_Large Cap_27,0.0040765147463356,0.40765147463356
fund 418,Technology_Large Cap_27,0.0032348752230079,0.32348752230079
fund 424,Technology_Large Cap_27,0.0351165978403832,3.51165978403832
fund 455,Technology_Large Cap_27,0.2342653977171412,23.42653977171412
fund 489,Technology_Large Cap_27,0.025598867272068,2.5598867272068
fund 490,Technology_Large Cap_27,0.0103073591458963,1.03073591458963
fund 40,Technology_Large Cap_28,0.0013764879446872,0.13764879446872
fund 41,Technology_Large Cap_28,0.0237878013519504,2.37878013519504
fund 45,Technology_Large Cap_28,0.0043386074947668,0.43386074947668
fund 46,Technology_Large Cap_28,0.0004679117981646,0.04679117981646
fund 120,Technology_Large Cap_28,0.0432486280252528,4.3248628025252795
fund 165,Technology_Large Cap_28,0.002499145938517,0.2499145938517
fund 177,Technology_Large Cap_28,0.0078990820747723,0.7899082074772299
fund 182,Technology_Large Cap_28,0.0024552009945383,0.24552009945383002
fund 246,Technology_Large Cap_28,0.0135555112366747,1.35555112366747
fund 301,Technology_Large Cap_28,0.0047672336876423,0.47672336876423
fund 316,Technology_Large Cap_28,0.0053903197250141,0.53903197250141
fund 365,Technology_Large Cap_28,0.012604497417883,1.2604497417883
fund 392,Technology_Large Cap_28,0.0406109696633132,4.06109696633132
fund 409,Technology_Large Cap_28,0.026086933860983,2.6086933860983
fund 416,Technology_Large Cap_28,0.1612137332100996,16.121373321009962
fund 454,Technology_Large Cap_28,0.0023180039417849,0.23180039417849
fund 29,Technology_Large Cap_29,0.0037754383431344,0.37754383431344
fund 30,Technology_Large Cap_29,0.0446235532527609,4.46235532527609
fund 40,Technology_Large Cap_29,0.0014168497945474,0.14168497945474
fund 41,Technology_Large Cap_29,0.0244853153914869,2.4485315391486897
fund 44,Technology_Large Cap_29,0.0100404651534261,1.00404651534261
fund 56,Technology_Large Cap_29,0.0098311199743998,0.98311199743998
fund 122,Technology_Large Cap_29,0.0162186413858139,1.6218641385813901
fund 123,Technology_Large Cap_29,0.006726532756636,0.6726532756636
fund 165,Technology_Large Cap_29,0.0195488983187007,1.95488983187007
fund 183,Technology_Large Cap_29,0.1157056740463334,11.57056740463334
fund 212,Technology_Large Cap_29,0.0016887527575301,0.16887527575301
fund 241,Technology_Large Cap_29,0.0759475054911431,7.59475054911431
fund 246,Technology_Large Cap_29,0.0146709668487749,1.46709668487749
fund 249,Technology_Large Cap_29,0.0180200580022593,1.8020058002259298
fund 301,Technology_Large Cap_29,0.0037459537692277,0.37459537692277
fund 316,Technology_Large Cap_29,0.017585067747475,1.7585067747475
fund 347,Technology_Large Cap_29,0.0110020665127284,1.10020665127284
fund 412,Technology_Large Cap_29,0.0014113964878729,0.14113964878729
fund 416,Technology_Large Cap_29,0.0897017086607599,8.97017086607599
fund 462,Technology_Large Cap_29,0.2206487237978338,22.064872379783377
fund 467,Technology_Large Cap_29,0.0524052523900394,5.24052523900394
fund 481,Technology_Large Cap_29,0.0032843722143664,0.32843722143664
fund 489,Technology_Large Cap_29,0.0238297862371365,2.38297862371365
fund 45,Technology_Large Cap_30,0.0027545495242658,0.27545495242657997
fund 46,Technology_Large Cap_30,0.0002970737091537,0.02970737091537
fund 212,Technology_Large Cap_30,0.0002805700984744,0.02805700984744
fund 365,Technology_Large Cap_30,0.0029109708645493,0.29109708645493
fund 416,Technology_Large Cap_30,0.012317203806559,1.2317203806559
fund 424,Technology_Large Cap_30,0.0012935626321005,0.12935626321005
fund 471,Technology_Large Cap_30,0.0072196013678327,0.72196013678327
fund 489,Technology_Large Cap_30,0.00482601246365,0.48260124636499996
fund 350,Technology_Large Cap_31,0.027859756413813,2.7859756413813
